investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
,USD,10200000,1.21,0,04-10-2015,67607,,0.94
Growth,USD,2580000000,0,,28-02-2005,55664,Medium,21.78
,USD,23570000,4.02,0,26-07-2017,44144,,7.94
Blend,USD,83960000,2.11,3,14-12-2014,229967,Large,10.25
Blend,USD,370970000,2.6,3,13-12-2015,30302,Large,9.51
Growth,USD,21080000,0.76,4,17-12-2008,187046,Large,13.69
Blend,USD,359600000,1.05,3,30-05-2016,110960,Small,12.52
,USD,33840000000,6.81,3,30-04-1995,230507,,1.8
Growth,USD,7210000000,1.13,,31-05-2012,156482,Large,17.71
Blend,USD,17660000,1.92,,09-07-1998,182114,Large,8.37
Growth,USD,170010000,0,4,30-08-2006,218654,Medium,18.37
Blend,USD,94790000,1.99,,30-11-2014,27728,Large,12.36
,USD,99760000,4.97,,31-03-2016,253664,,3.21
Blend,USD,189630000,1.81,3,10-02-2015,202355,Large,11.74
Blend,USD,2690000000,2.7,3,30-08-2004,38528,Large,8.12
Growth,USD,42690000000,0,4,18-02-2002,61568,Medium,15.44
Blend,USD,838000000,3.05,,29-06-2011,43883,Large,10.34
Value,USD,51620000,2.42,2,24-06-2007,103679,Large,10.51
Blend,USD,138910000,3.58,4,31-03-2016,161261,Medium,2.76
Blend,USD,1720000000,1.55,4,01-04-2007,218744,Small,13.64
,USD,882590000,9.46,4,02-08-2010,72656,,4.19
Blend,USD,90080000000,1.46,5,06-07-1997,246230,Medium,16.2
Growth,USD,629410000,0.69,3,31-03-1997,67562,Large,12.85
Blend,USD,1120000000,0.06,5,13-05-2007,234314,Medium,15.26
Blend,USD,92590000,3.38,4,01-03-1995,70613,Medium,2.72
Blend,USD,4130000000,1.27,,28-02-2017,57752,Medium,14.39
Growth,USD,31070000,0,1,02-01-2014,114353,Large,9.34
Blend,USD,410470000,3.34,1,07-11-1999,250334,Large,7.01
Blend,USD,1480000000,3,4,02-04-1985,94400,Large,2.55
Value,USD,42690000,1.47,4,17-03-2016,201923,Medium,4.42
Blend,USD,10880000,2.87,3,29-08-2013,50048,Large,6.15
Growth,USD,1480000000,3.55,3,29-06-2015,46628,Large,11.09
Blend,USD,205840000,2.75,4,02-09-2013,68570,Medium,2.43
Blend,USD,2890000000,1.66,2,28-08-2014,205244,Large,9.29
Value,USD,553830000,2.51,4,25-09-2008,211175,Medium,1.93
Blend,USD,1330000000,3.55,3,05-12-2016,176075,Large,10.07
Blend,USD,1020000000,3.31,4,22-11-2015,96389,Large,13.29
Blend,USD,19910000,0.93,4,21-12-2015,106622,Large,11.01
Blend,USD,4580000000,3.45,3,31-10-2017,128429,Large,10.24
Growth,USD,2160000000,0,3,14-08-1997,100844,Large,14.14
Blend,USD,1830000000,3.53,,20-05-2009,136376,Medium,4.19
Blend,USD,1290000000,3.21,4,18-03-2013,56447,Medium,2.48
Blend,USD,401390000,0,3,04-08-1999,215486,Small,12.33
Blend,USD,198030000,1.64,2,28-04-2005,51389,Large,6.8
Blend,USD,891570000,0.45,3,10-07-2001,156284,Large,10.34
Blend,USD,975190000,1.64,2,28-02-2001,170063,Large,12.24
Blend,USD,10280000,1.93,2,20-12-2015,243458,Large,6.74
Value,USD,31050000000,1.69,4,08-05-2008,87785,Medium,10.45
Blend,USD,4750000000,2.01,,23-06-2015,82709,Large,8.81
Blend,USD,3350000000,2.41,3,09-12-1996,177830,Large,5.65
Value,USD,493160000,0.34,1,14-12-1999,104939,Large,11.8
Value,USD,2540000000,5.45,4,03-09-2012,97217,Small,4.57
Value,USD,334200000,5.59,3,27-12-2005,99764,Small,6.1
Blend,USD,42900000,0.29,,25-09-2012,102014,Large,3.18
Value,USD,37050000,0,2,15-10-2007,239813,Large,9.28
Blend,USD,1280000000,0.29,2,17-07-1997,104318,Medium,14.66
Blend,USD,2170000000,4.42,5,29-06-2015,140156,Small,4.9
,USD,528390000,2.84,3,11-04-2010,36035,,11.38
Value,USD,1950000000,1.5,3,29-11-2016,176642,Large,12.8
Growth,USD,320290000,0,2,30-04-1996,40148,Medium,16.22
Value,USD,450550000,3.39,3,17-05-1998,45206,Large,2.05
Blend,USD,964590000,2.05,3,27-09-2007,37790,Medium,15.65
Blend,USD,380460000,2.08,2,04-06-1995,91592,Large,16.87
Blend,USD,581920,2.89,,28-12-2017,191177,Large,6.4
Blend,USD,398530000,1.76,5,29-04-2015,163430,Small,3.55
Growth,USD,27980000,5.79,0,11-12-2017,184184,Small,7.32
,USD,14720000,6.84,2,29-06-2015,142046,,4.66
Blend,USD,1840000000,2.15,5,29-09-2009,234179,Large,11.81
Growth,USD,4190000000,1.15,5,30-06-2013,67238,Large,12.1
Blend,USD,10710000000,1.7,4,04-02-2004,244016,Large,8.16
Growth,USD,122650000,0,1,30-05-2017,49553,Small,15.27
Blend,USD,144670000,2.68,2,26-10-2008,236465,Medium,14.49
Blend,USD,52040000,1,1,24-04-2006,42911,Large,5.14
Blend,USD,1940000000,1.3,,07-09-2008,126602,Large,10.53
Blend,USD,353770000,1.07,3,20-12-2006,43478,Large,6.78
Value,USD,9170000000,2.82,4,15-12-1996,189233,Medium,2.5
Growth,USD,410670000,0,1,28-02-2010,239255,Medium,14.45
,USD,12740000,2.36,4,31-01-2011,111284,,3.06
Growth,USD,442190000,1.26,,15-02-2018,158930,Large,12.28
Growth,USD,423660000,0,,27-02-2005,172655,Small,13.45
Blend,USD,41760000,1.33,2,26-09-2010,208637,Large,11.96
Blend,USD,118240000,2.56,3,31-03-2014,162530,Large,12.51
Value,USD,1290000000,0.07,3,01-06-2003,211886,Small,7.42
Value,USD,1280000000,3.73,2,01-05-2011,170873,Small,3.85
Blend,USD,83590000,0.92,2,28-12-2000,222722,Large,7.42
Value,USD,102950000,3.97,1,27-02-2005,172610,Small,6.1
Blend,USD,626620000,0.43,2,30-06-2013,68012,Small,14.34
Blend,USD,2000000000,2.94,3,08-07-1984,80846,Medium,2.97
Blend,USD,58430000,1.26,4,14-12-2011,137843,Large,12.33
Value,USD,3590000000,3.17,,02-07-2006,79253,Large,8.24
Value,USD,271450000,1.23,,29-04-2015,164789,Medium,14.74
Blend,USD,5990000,1.28,,30-06-2016,118088,Large,10.26
Growth,USD,17610000,0.69,0,26-05-2016,158066,Large,14.62
Growth,USD,1870000000,0.02,5,30-09-1996,203273,Medium,21.86
,USD,3870000000,2.38,,30-07-2008,200132,,1.93
Blend,USD,13760000000,1.15,4,30-08-1993,219230,Large,7.86
Blend,USD,3350000000,1.86,2,30-06-1997,176840,Large,5.54
Growth,USD,1590000000,2.87,2,28-12-2004,182321,Medium,2.99
Growth,USD,3650000000,0,,28-03-2016,186938,Large,17.56
Blend,USD,271790000,2.28,,31-03-2014,162728,Large,9.1
Value,USD,15840000,1.24,3,29-02-1996,57743,Large,1.26
Blend,USD,211170000,2.54,,06-11-1997,204902,Large,4.34
Value,USD,7790000,0,0,17-09-2014,212939,Medium,-14.5
Value,USD,1660000000,4.05,4,30-07-2015,103616,Large,9.24
Blend,USD,101610000,0,1,07-11-2012,57194,Small,14.23
Growth,USD,2600000000,0.7,5,31-01-2006,142838,Large,11.69
Value,USD,263420000,1.64,3,31-08-2011,128798,Large,7.49
,USD,370130000,0.85,2,29-03-2007,103625,,14.91
Growth,USD,261270000,0,1,29-02-2000,124109,Large,14.01
Blend,USD,1130000000,2.38,4,29-05-2008,37835,Large,11.47
Blend,USD,114630000,0.39,2,31-03-2014,159623,Small,11.9
Growth,USD,434770000,0.15,4,28-12-2000,196109,Large,18.22
Blend,USD,408280000,2.12,2,27-11-2003,175328,Medium,3.44
Blend,USD,2320000000,1.64,3,27-09-2007,139769,Large,11.96
Growth,USD,263100000,2.04,1,22-01-2006,56222,Large,12.8
Blend,USD,5480000,1.72,5,29-11-2015,249407,Large,7.11
Blend,USD,611440000,1.39,3,09-03-2008,123155,Large,11.36
Blend,USD,1810000000,3.78,,01-07-2012,189539,Medium,3.63
Growth,USD,332950000,0,4,16-11-1986,240380,Small,16.65
Blend,USD,25580000,0,,09-05-2013,142118,Medium,7.81
Value,USD,,,4,30-09-1993,179414,Large,
Blend,USD,1120000000,3.18,3,30-08-2000,141425,Large,2.97
Growth,USD,1900000000,0,4,26-02-2009,124091,Large,15.81
Growth,USD,12060000000,0,4,27-11-2003,71063,Medium,15.81
Growth,USD,8960000,0,2,26-02-2004,231443,Medium,4.42
Blend,USD,162720000,0.58,,14-09-2015,48887,Small,16.81
Growth,USD,550350000,0,,21-12-2006,119249,Medium,22.62
Blend,USD,861950000,2.69,3,29-02-2012,132011,Large,8.47
Value,USD,1550000000,2.43,3,31-03-2005,161981,Medium,1.86
Blend,USD,44280000,1.47,,01-05-2011,83060,Medium,14.91
Value,USD,6890000,2.91,3,28-01-2016,106163,Large,5.39
Growth,USD,1130000000,0.04,3,01-05-2007,79892,Small,15.95
Blend,USD,323740000,0.4,3,01-01-1998,96956,Large,11.73
Blend,USD,314660000,3.21,4,29-10-2006,131867,Large,7.68
Blend,USD,319570000,0.62,4,03-04-2000,200366,Large,13.32
Blend,USD,15870000,0.34,2,25-09-2012,58157,Large,6.59
Blend,USD,5270000000,5.57,3,02-01-2017,195209,Small,6.44
Blend,USD,3540000000,2.19,5,11-12-2013,245303,Large,10.24
Value,USD,5540000000,4.64,2,29-08-2002,179864,Small,3.64
Value,USD,1590000000,2.48,2,25-07-2013,36926,Medium,1.9
Growth,USD,7210000,0,0,30-01-2017,215927,Large,14.36
Growth,USD,5380000000,0,4,01-10-1995,194246,Large,16.89
Blend,USD,439310000,3.56,2,06-09-2005,92708,Medium,6.27
Value,USD,426610000,4.34,2,08-09-2016,134666,Large,7.88
Growth,USD,121430000,0,3,28-03-2007,201941,Large,17.09
Value,USD,261170000,2.68,2,13-12-2011,195605,Large,7.02
Blend,USD,71450000,2.8,4,29-05-2014,47087,Large,7.37
Growth,USD,1130000000,2.97,,30-07-2000,143567,Small,5.5
Blend,USD,835020000,0.44,3,20-12-2006,43334,Large,8.96
,USD,1600000000,0.56,3,28-02-2008,185714,,-0.61
Value,USD,551800000,2.17,2,03-01-2013,229688,Large,11.31
Blend,USD,33120000,2.88,,28-12-2008,39437,Large,11.06
Value,USD,1860000000,2.45,3,03-12-2015,229121,Medium,1.44
,USD,958920000,3.92,,29-09-2003,109214,,3.66
Growth,USD,26890000000,0.1,,30-12-1987,79280,Large,16.43
Value,USD,59580000,5.87,4,07-08-2012,188297,Small,6.75
Blend,USD,1190000000,3.89,4,29-09-2016,81107,Small,5.59
Blend,USD,2940000000,3.4,5,22-03-1998,189719,Medium,3.68
Value,USD,24720000,1.85,3,12-04-1988,36737,Medium,4.49
,USD,51080000,0.06,4,14-12-2014,216017,,1.49
Blend,USD,9070000,3.37,2,29-06-2011,185318,Large,5.26
Blend,USD,355290000,1.98,1,09-02-2014,171467,Medium,2.18
Value,USD,595080000,5.39,3,04-03-2015,119591,Large,10.91
Blend,USD,211170000,2.59,3,02-03-2003,204884,Large,4.36
Blend,USD,384700000,0,4,29-04-2004,40265,Medium,16.27
Blend,USD,1940000000,1.44,3,07-09-2008,126584,Large,10.59
Value,USD,2120000000,6.48,2,30-12-2002,96920,Medium,10.34
Growth,USD,512700000,0,3,28-09-2006,192500,Large,23.5
Blend,USD,1480000000,2.21,4,03-03-2004,27755,Large,8.62
Growth,USD,265080000,0,,28-02-2005,41489,Large,10.83
,USD,1730000000,1.25,5,29-06-2005,201221,,12.18
Blend,USD,36720000,0,0,30-01-2017,75194,Large,14.85
Growth,USD,159900000,3.12,4,27-02-2014,182654,Small,11.86
Growth,USD,573720000,1.96,2,04-04-2005,178523,Large,5.7
Growth,USD,4830000000,0,5,27-06-2006,201194,Medium,22.2
Value,USD,3330000000,2.29,,31-03-2005,160082,Large,12.23
Blend,USD,904400000,2.23,4,29-11-2007,102824,Large,8.45
Growth,USD,400400000,0,,02-09-1996,80486,Large,15.15
Growth,USD,1340000000,0,5,30-03-2010,156905,Large,22.3
Value,USD,1670000000,1.09,,29-11-2015,52739,Large,5.29
Blend,USD,486570000,0.07,,26-11-2002,68165,Medium,12.92
Growth,USD,3510000000,0.27,3,17-05-2012,206945,Large,13.1
Growth,USD,11740000,0,4,28-06-2004,102617,Large,19.23
Value,USD,209850000,0.29,,31-01-2010,223019,Small,12.4
Blend,USD,203390000,3.04,5,02-11-2016,245906,Medium,15.35
Blend,USD,3440000000,1.83,,23-10-2006,95309,Large,2.02
Growth,USD,715390000,0.07,2,17-01-2013,138689,Large,14.26
Growth,USD,53720000,0,5,03-10-2013,218870,Large,17.32
Growth,USD,47160000,0,,28-07-2011,73817,Medium,15.45
Growth,USD,104180000,1.08,2,18-08-2011,51884,Medium,6.69
Blend,USD,199780000,0.84,2,29-12-2005,136439,Large,5.44
Blend,USD,278120000,2.55,5,28-08-2016,142244,Large,12.04
Value,USD,115400000,1.18,0,04-04-2017,97397,Medium,9.04
Blend,USD,35740000,0,1,02-02-2004,237770,Medium,9.17
Value,USD,559050000,3.2,2,22-12-2008,199763,Medium,3.04
,USD,17260000,0,1,29-02-1996,35171,,16.08
Value,USD,13820000,0,3,30-04-2002,30950,Medium,0.12
Growth,USD,85710000000,0.98,4,12-03-1973,35999,Large,13.91
Blend,USD,828000000,0.02,3,11-10-2010,75797,Large,12.31
Growth,USD,230610000,2.57,4,03-12-2015,234017,Large,7.24
Growth,USD,629410000,0,2,14-09-2008,64907,Large,12.62
Blend,USD,5190000,0,3,30-01-2014,211742,Medium,11.57
Blend,USD,757740000,2.66,,19-11-2017,61298,Large,11.23
Value,USD,60520000,0.32,2,26-07-2005,151532,Large,9.9
Blend,USD,1220000000,1.38,4,03-11-1998,250199,Large,13.54
Growth,USD,1080000000,0.85,2,27-12-2011,88721,Large,11.41
Blend,USD,608090000,1.53,,29-04-2010,115487,Large,10.71
Growth,USD,368540000,0,2,20-01-2003,189044,Medium,9.87
Blend,USD,8160000000,1.97,3,02-11-2008,136340,Large,9.63
Value,USD,2790000000,3.36,4,07-11-2012,53729,Large,12.63
Growth,USD,470140000,0.22,4,28-02-2017,33929,Large,15.84
Value,USD,1530000000,0.92,3,02-11-2008,132749,Large,12.28
Blend,USD,131750000,3.25,3,27-02-2011,129608,Large,10.21
Blend,USD,79850000,0.87,5,15-11-2015,205631,Large,17.13
Value,USD,11030000000,2.08,,07-06-1998,81629,Large,10.25
Blend,USD,107630000,2.65,,31-10-2004,196811,Large,4.49
Blend,USD,659350000,2.07,3,17-12-2015,224450,Large,9.78
Blend,USD,1860000000,0.63,2,02-01-1994,154358,Large,7.37
Blend,USD,318990000,1.43,,04-08-1999,215153,Small,9.69
Blend,USD,1030000000,1.73,4,01-11-1998,103265,Large,13.55
Blend,USD,540060000,1.98,,30-12-2003,143252,Large,9.54
Growth,USD,571390000,0.06,4,30-03-2008,41597,Medium,13.36
Blend,USD,17860000,2.79,1,10-12-2013,49049,Medium,16.47
Value,USD,1850000,2.4,,18-06-2000,228941,Large,19.51
Value,USD,275200000,2.55,3,31-03-2009,238319,Medium,2.08
Blend,USD,935130000,0.25,2,28-12-2015,216899,Small,13.47
Growth,USD,669040000,1.9,5,22-03-2016,231362,Large,9.19
Value,USD,83690000,2.13,2,24-06-1993,36125,Medium,2.29
Growth,USD,138800000,0,3,09-03-2017,238256,Small,14.63
Value,USD,131810000,0.24,2,25-02-1999,216035,Small,15.46
,USD,3350000000,3.34,4,20-12-2009,164942,,2.86
Value,USD,37850000,0.41,4,31-03-1998,213065,Medium,12.15
Blend,USD,895610000,2.62,1,15-10-2017,116180,Medium,4.36
Growth,USD,8410000000,3.5,2,30-07-2002,71774,Large,11.74
Value,USD,5030000000,2.39,,17-05-2012,209573,Large,6.91
Blend,USD,19670000000,1.59,5,31-01-2007,205622,Large,7.83
Blend,USD,76470000,4,,30-12-1993,216296,Small,6.43
Value,USD,1620000000,1.57,2,02-11-1997,82097,Large,11.36
Growth,USD,1080000000,0.02,4,30-10-2012,120491,Medium,17.41
Value,USD,1590000000,1.1,2,16-03-2017,166355,Medium,10.5
Blend,USD,15000000,0,0,28-10-2010,214775,Large,26.96
Value,USD,204210000,0.72,2,28-02-2011,156194,Medium,11.58
Blend,USD,44880000,4.25,4,04-09-1989,27215,Large,7.53
Blend,USD,2840000000,1.07,2,29-04-1980,176507,Large,12.7
Growth,USD,4780000000,0.51,4,26-09-2005,177875,Large,11.58
Blend,USD,148060000,2.12,2,09-08-1992,160910,Medium,2.73
Blend,USD,105760000,2.84,4,28-02-2017,61559,Medium,2.46
Blend,USD,626620000,0,,16-12-2008,67787,Small,14.07
Growth,USD,1150000000,0,2,29-09-2011,27989,Large,15.91
Growth,USD,2300000000,0,3,24-09-2009,221840,Large,17.65
Blend,USD,9430000,0.16,0,18-12-2013,155024,Medium,-0.1
Blend,USD,12710000,1.09,,08-02-2015,246500,Large,11.6
Blend,USD,670840000,0.88,,19-12-2007,80621,Small,13.59
Blend,USD,2790000000,1.93,5,29-09-2009,234269,Large,11.12
Blend,USD,65560000,2.48,3,01-05-2005,197153,Large,10.76
Blend,USD,111780000,1.97,3,07-05-2008,88595,Medium,6.61
Blend,USD,700660000,1.22,4,31-10-2011,93869,Large,10.35
Blend,USD,227210000,2.32,4,23-10-2016,109547,Medium,3.38
Blend,USD,136900000,0.18,3,30-04-2017,246239,Small,15.14
Growth,USD,583420000,0.22,4,29-06-1986,79415,Large,15.52
Blend,USD,13000000,2.07,3,29-06-2004,207107,Large,12.92
Blend,USD,6640000000,3.96,3,18-04-2011,243827,Large,13.34
Value,USD,10400000,5.28,2,26-05-2014,47249,Small,7.55
Value,USD,304980000,2.29,,27-05-2010,113507,Large,8.59
,USD,136920000,3.25,3,29-11-2011,69380,,3.3
Blend,USD,58710000,2.17,2,01-03-2015,228599,Large,10.15
Growth,USD,431700000,1.11,2,28-02-2008,147356,Large,12.71
Blend,USD,132040000,1.52,0,25-05-2016,179162,Large,12.37
,USD,24970000,0,0,29-04-2014,98009,,5.32
Growth,USD,27590000,4.42,2,19-09-2012,55754,Large,5.88
Growth,USD,1970000000,0.57,3,03-08-2008,146861,Medium,16.83
Blend,USD,1.4018E+11,1.13,4,14-03-2001,42497,Large,7.68
,USD,138930000,2.48,3,09-12-1990,218033,,2.01
Blend,USD,73380000,0,,27-06-2007,37979,Small,15.94
Value,USD,4850000000,4.1,,01-01-2002,87128,Small,4.66
Growth,USD,10720000000,0.92,5,20-02-2014,78911,Large,11.26
Value,USD,2510000000,0.21,2,27-03-2001,38447,Medium,11.98
Value,USD,811960000,1.9,3,04-06-2015,190511,Large,11.33
Blend,USD,45530000,1.42,1,28-02-2012,186848,Large,8.23
Growth,USD,62150000,0.67,,18-08-2011,55187,Medium,8.47
Blend,USD,132040000,2.06,0,25-05-2016,179153,Large,12.58
Growth,USD,263830000,2.46,3,28-06-2004,100052,Large,11.04
Blend,USD,3240000000,2.56,2,31-03-1993,28070,Medium,3.15
Growth,USD,5450000000,0.75,5,09-09-2001,128573,Large,16.41
Growth,USD,46360000,0,4,15-12-2011,101195,Medium,14.75
Growth,USD,8220000,1.26,2,10-05-1998,96182,Small,10.19
Blend,USD,425430000,2.3,2,29-11-2007,106811,Large,10.01
Growth,USD,885970000,0.21,,14-08-1997,104489,Large,14.86
Growth,USD,10980000000,0.69,,16-11-1998,177578,Large,16.92
Value,USD,9700000,3.26,2,18-12-2013,157517,Medium,-5.33
Growth,USD,221400000,1.08,4,30-09-2009,72926,Large,6.11
Blend,USD,8210000000,2.37,,02-08-2001,233972,Medium,3.38
Growth,USD,324490000,1.69,2,28-02-2013,192257,Large,13.03
Blend,USD,218570000,0.63,,29-11-2011,39689,Large,11.09
Blend,USD,22010000,2.54,4,05-06-1994,221111,Large,2.14
Blend,USD,1470000000,2.36,3,27-07-2006,232442,Large,12.47
Value,USD,25290000,2.87,1,21-06-2012,159578,Medium,0.11
Blend,USD,1910000000,2.87,3,07-09-2011,93302,Medium,15.72
Blend,USD,105670000,2.15,,19-11-2017,60425,Large,2.85
Blend,USD,409730000,3.15,4,30-10-1984,164258,Medium,2.63
Blend,USD,6990000000,5.62,,02-04-2017,60209,Medium,6.9
Growth,USD,26470000000,0,3,30-07-2003,89549,Large,15.26
Growth,USD,559730000,0,1,31-10-2004,192104,Large,17.02
Blend,USD,693770000,2.31,4,30-06-2013,69155,Medium,14.56
Growth,USD,85710000000,0.69,,28-02-2002,58544,Large,13.82
Value,USD,14910000000,1.05,3,21-12-2008,137735,Large,9.28
Value,USD,136500000,0.96,3,07-03-2010,169586,Medium,15.23
Blend,USD,1010000000,1.52,1,15-08-2001,90197,Large,2.07
Value,USD,56190000,2.64,2,04-07-2011,31166,Small,-1.02
Growth,USD,1480000000,0.19,3,29-09-2009,236456,Medium,21.89
Growth,USD,2070000000,0.65,,15-06-2015,128528,Large,13.69
Blend,USD,367060000,4.12,3,04-03-2003,209285,Large,5.47
Value,USD,504070000,6.24,,29-09-2011,114164,Small,4.43
Value,USD,267950000,0.54,2,16-03-2017,238031,Small,13.73
Blend,USD,6840000000,1.86,4,26-03-1992,35396,Medium,3.02
Blend,USD,10760000,1.21,3,30-10-2013,141335,Medium,15.17
Blend,USD,73380000,0,4,28-09-2017,38330,Small,15.97
Blend,USD,1180000000,1.59,5,19-12-2007,88622,Medium,15.3
Blend,USD,5230000,0.68,5,29-11-2015,253061,Large,10.69
Growth,USD,2640000000,0,4,30-08-2006,250001,Medium,23.22
Growth,USD,1540000000,2.13,3,28-02-2008,147581,Large,9.46
Value,USD,233950000,1.44,5,06-11-2008,160487,Large,10.59
Growth,USD,98200000,0,2,29-04-2004,208997,Large,17.35
Value,USD,4940000000,2.5,,08-05-2008,82439,Large,11.58
Value,USD,3010000000,2.68,5,24-01-2018,157373,Medium,2.36
Blend,USD,3480000000,0,,01-06-2009,27593,Large,8.29
Blend,USD,100330000,1.88,,30-10-2013,55547,Medium,3.05
Growth,USD,3140000000,0.5,,29-02-1996,197918,Medium,16.03
Blend,USD,1370000000,0.31,2,30-04-2006,99539,Medium,13.47
Blend,USD,11840000,3.13,1,30-03-2008,185012,Large,6.31
Growth,USD,83800000,0,3,17-12-2008,187451,Large,19.15
Value,USD,958950000,2.57,4,15-04-2012,238454,Medium,1.02
Blend,USD,53710000,2.84,4,12-12-1993,76400,Medium,2.61
Value,USD,67700000,0,2,20-12-2006,227042,Medium,15.46
,USD,958920000,4.85,5,28-04-2011,109232,,3.91
Value,USD,11650000000,1.99,3,23-09-2012,117161,Large,12.01
Value,USD,333010000,0.48,3,03-02-1994,92339,Medium,12.35
Growth,USD,98640000000,1.76,4,31-07-2008,85814,Large,12.02
Growth,USD,3100000000,0.09,4,31-03-2014,150254,Large,15.98
,USD,549020000,0.88,2,29-06-2010,205064,,6.5
Value,USD,39510000,3.17,3,07-07-2015,50777,Large,2.18
Growth,USD,124990000,0.45,3,30-12-2004,159830,Large,14.45
Value,USD,487660000,4.21,2,29-09-2002,166499,Small,5.94
Blend,USD,3690000000,0.57,4,30-04-2012,226196,Large,13.41
Value,USD,11090000,1.35,1,03-09-2001,46538,Large,13.1
Growth,USD,726620000,0,,29-06-2003,250055,Medium,22.73
Value,USD,11240000000,3.45,2,10-12-2012,97163,Large,5.47
Blend,USD,681780000,2.72,,24-06-1997,56168,Large,8.67
Growth,USD,2990000000,1.16,,08-10-2007,91934,Large,9.11
Value,USD,8020000000,0,3,30-07-2007,250505,Medium,15.71
,USD,113070000,2.01,2,27-02-2008,155411,,2.41
Blend,USD,10780000,2.53,0,12-12-2016,183752,Large,6.63
Blend,USD,1040000000,0.77,,18-10-2012,42902,Small,12.49
Value,USD,47580000,4.15,4,30-06-2013,117638,Large,10.55
Value,USD,13200000,5.29,0,11-02-2018,179072,Small,8.02
Growth,USD,1450000000,0.17,5,11-11-2014,246266,Medium,21.41
Value,USD,10300000,4.25,1,30-06-2010,55871,Small,6.05
Blend,USD,994160000,0.75,2,01-05-2007,77840,Large,13.3
Value,USD,257180000,2.42,2,25-11-2002,179891,Large,10.35
Value,USD,80940000,0,2,31-10-2006,177353,Small,9.85
Blend,USD,896800000,2.84,,15-08-1984,179018,Small,4.6
Blend,USD,458000000,0,2,11-02-2013,126116,Medium,0.98
Blend,USD,38980000,2.15,2,27-06-2013,250919,Large,10.4
Blend,USD,15170000,2.1,1,07-05-2015,163943,Large,5.83
Blend,USD,947040000,2.43,3,18-10-2007,206342,Medium,3.11
Value,USD,935820000,2.92,,02-10-2008,248129,Medium,3
Value,USD,82040000,1.28,3,30-06-2011,168452,Medium,13.89
Growth,USD,5340000000,0.14,4,26-09-2017,190259,Large,17.59
Blend,USD,401030000,2.87,4,18-03-2013,53198,Medium,2.48
Value,USD,1390000000,5.96,4,13-06-1985,227609,Small,7.03
Value,USD,903090000,0.71,1,18-05-1994,173888,Medium,0.88
Value,USD,501310000,3.01,2,07-01-2014,51065,Large,11.64
Blend,USD,45550000,4.33,,29-04-2014,223613,Small,4.51
Value,USD,125880000,1.67,2,30-11-2003,189413,Large,7.89
Value,USD,78250000,1.76,,30-09-2010,141299,Small,6.91
,USD,136340000,0.01,1,29-04-2014,117701,,1.31
Blend,USD,1.4018E+11,1.95,4,19-11-2015,208610,Large,7.91
Value,USD,12850000000,2.86,3,09-10-2008,136394,Small,2.05
Value,USD,7170000000,2.09,,23-09-2012,99980,Large,12.7
,USD,16300000,9.15,5,15-07-2015,64484,,4.5
Growth,USD,2850000000,2.46,4,27-06-2002,148967,Large,7.73
Value,USD,232990000,0.76,1,30-03-2006,216881,Medium,9.05
Blend,USD,7260000,1.31,3,16-12-2014,134099,Large,3.72
Growth,USD,80500000,3.01,5,14-12-2014,63728,Large,3.48
Growth,USD,1210000000,0,5,27-12-2010,163268,Large,15.74
Value,USD,1860000000,2.23,3,30-03-2006,229157,Medium,1.4
Growth,USD,15980000000,1.09,,29-09-2004,151955,Large,11.76
Growth,USD,10050000000,1.33,3,30-01-1996,156293,Large,11.34
Growth,USD,82860000,0,,01-03-2009,110087,Large,15.97
Blend,USD,1050000000,3.22,4,28-02-2007,210626,Medium,14.93
Value,USD,1300000000,3.57,4,30-04-2012,238301,Small,3.2
Blend,USD,6170000000,1.43,3,15-05-2013,140606,Large,13.12
Blend,USD,258110000,1.32,2,28-08-2007,175490,Large,10.46
Growth,USD,553420000,0,3,06-07-2015,113624,Small,18.67
Blend,USD,40290000,1.44,2,29-11-2015,63602,Large,4.21
Blend,USD,48010000,0,2,25-09-2005,51614,Medium,9
Blend,USD,3210000,0,2,23-04-2013,98747,Small,19.52
Growth,USD,1210000000,0.11,2,26-05-2009,171062,Large,14.37
